,file_name_list,audio_features,lexical_features,activation_mean,valence_mean,c_activation_mean,c_valence_mean,s_activation,s_valence
703,15_DR-100_0078_5_sentence_12,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_12.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,1,0,1,0,0
704,15_DR-100_0078_5_sentence_13,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_13.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,1,1,0,0,0
705,15_DR-100_0078_5_sentence_14,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_14.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,0,0,0,0,0
706,15_DR-100_0078_5_sentence_15,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_15.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,0,1,0,0,0
707,15_DR-100_0078_5_sentence_2,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,0,1,1,0,0
708,15_DR-100_0078_5_sentence_3,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,2,0,2,0,0
709,15_DR-100_0078_5_sentence_4,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,0,0,1,0,0
710,15_DR-100_0078_5_sentence_5,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,0,1,1,0,0
711,15_DR-100_0078_5_sentence_6,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,1,0,0,0,0
712,15_DR-100_0078_5_sentence_7,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,1,1,0,0,0
713,15_DR-100_0078_5_sentence_8,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_8.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,1,1,1,0,0,0
714,15_DR-100_0078_5_sentence_9,../muse_features/muse_audio_features\15_DR-100_0078_5_sentence_9.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,1,1,1,0,0
715,15_DR-100_0078_7_sentence_1,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,1,2,0,2,0,2
716,15_DR-100_0078_7_sentence_10,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_10.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,1,2,0,2,0,2
717,15_DR-100_0078_7_sentence_11,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_11.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,1,1,1,2,0,2
718,15_DR-100_0078_7_sentence_12,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_12.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,1,2,0,2
719,15_DR-100_0078_7_sentence_2,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,1,2,0,2
720,15_DR-100_0078_7_sentence_3,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,1,1,1,1,0,2
721,15_DR-100_0078_7_sentence_4,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,1,0,1,0,2
722,15_DR-100_0078_7_sentence_5,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,0,0,1,0,2
723,15_DR-100_0078_7_sentence_6,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,1,1,0,1,0,2
724,15_DR-100_0078_7_sentence_7,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,1,2,0,2
725,15_DR-100_0078_7_sentence_8,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_8.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,0,1,0,2
726,15_DR-100_0078_7_sentence_9,../muse_features/muse_audio_features\15_DR-100_0078_7_sentence_9.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,1,2,0,2,0,2
727,15_DR-100_0078_9_sentence_1,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,1,2,0,2,0,2
728,15_DR-100_0078_9_sentence_10,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_10.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,0,0,2
729,15_DR-100_0078_9_sentence_2,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,2,0,2,0,2
730,15_DR-100_0078_9_sentence_3,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,1,2,0,2,0,2
731,15_DR-100_0078_9_sentence_4,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,1,1,1,2,0,2
732,15_DR-100_0078_9_sentence_5,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,0,0,1,0,2
733,15_DR-100_0078_9_sentence_6,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,1,1,0,1,0,2
734,15_DR-100_0078_9_sentence_7,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,1,0,2
735,15_DR-100_0078_9_sentence_8,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_8.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,1,0,2
736,15_DR-100_0078_9_sentence_9,../muse_features/muse_audio_features\15_DR-100_0078_9_sentence_9.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,2,0,1,0,2
737,16_DR-100_0079_1_sentence_1,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_1.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,2,0,2,1,2
738,16_DR-100_0079_1_sentence_10,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_10.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,2,0,2,1,2
739,16_DR-100_0079_1_sentence_2,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_2.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,1,0,1,1,2
740,16_DR-100_0079_1_sentence_3,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_3.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,1,0,0,0,1,2
741,16_DR-100_0079_1_sentence_4,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_4.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,1,0,2,1,2
742,16_DR-100_0079_1_sentence_5,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_5.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,0,0,1,1,2
743,16_DR-100_0079_1_sentence_6,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_6.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,2,0,1,1,2
744,16_DR-100_0079_1_sentence_7,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_7.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,2,0,2,1,2
745,16_DR-100_0079_1_sentence_8,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_8.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,1,0,0,1,1,2
746,16_DR-100_0079_1_sentence_9,../muse_features/muse_audio_features\16_DR-100_0079_1_sentence_9.npy,../muse_features/muse_lexical_features\01_DR-100_0079_1.npy,0,2,0,1,1,2
747,16_DR-100_0079_3_sentence_1,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_1.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,2,0,2,2,2
748,16_DR-100_0079_3_sentence_2,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_2.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,1,0,2,2,2
749,16_DR-100_0079_3_sentence_3,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_3.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,2,0,1,2,2
750,16_DR-100_0079_3_sentence_4,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_4.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,1,0,1,2,2
751,16_DR-100_0079_3_sentence_5,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_5.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,1,0,1,2,2
752,16_DR-100_0079_3_sentence_6,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_6.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,1,0,1,2,2
753,16_DR-100_0079_3_sentence_7,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_7.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,2,0,2,2,2
754,16_DR-100_0079_3_sentence_8,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_8.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,2,0,2,2,2
755,16_DR-100_0079_3_sentence_9,../muse_features/muse_audio_features\16_DR-100_0079_3_sentence_9.npy,../muse_features/muse_lexical_features\01_DR-100_0079_3.npy,0,1,0,2,2,2
756,16_DR-100_0079_5_sentence_1,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_1.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,1,0,2,0,1
757,16_DR-100_0079_5_sentence_10,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_10.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,2,0,2,0,1
758,16_DR-100_0079_5_sentence_2,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_2.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,1,0,1,0,1
759,16_DR-100_0079_5_sentence_3,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_3.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,1,0,1,0,1
760,16_DR-100_0079_5_sentence_4,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_4.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,1,0,1,0,1
761,16_DR-100_0079_5_sentence_5,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_5.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,2,0,2,0,1
762,16_DR-100_0079_5_sentence_6,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_6.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,1,0,1,0,1
763,16_DR-100_0079_5_sentence_7,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_7.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,1,0,1,0,1
764,16_DR-100_0079_5_sentence_8,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_8.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,2,0,1,0,1
765,16_DR-100_0079_5_sentence_9,../muse_features/muse_audio_features\16_DR-100_0079_5_sentence_9.npy,../muse_features/muse_lexical_features\01_DR-100_0079_5.npy,0,1,0,1,0,1
766,16_DR-100_0079_7_sentence_1,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_1.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,0,1,0,0,2
767,16_DR-100_0079_7_sentence_10,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_10.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,0,1,0,0,2
768,16_DR-100_0079_7_sentence_11,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_11.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,0,1,1,1,0,2
769,16_DR-100_0079_7_sentence_2,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_2.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,0,1,0,0,2
770,16_DR-100_0079_7_sentence_3,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_3.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,2,0,1,0,2
771,16_DR-100_0079_7_sentence_4,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_4.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,1,1,1,0,2
772,16_DR-100_0079_7_sentence_5,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_5.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,2,1,2,0,2
773,16_DR-100_0079_7_sentence_6,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_6.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,1,1,0,0,2
774,16_DR-100_0079_7_sentence_7,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_7.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,2,1,1,0,0,2
775,16_DR-100_0079_7_sentence_8,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_8.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,1,1,0,0,2
776,16_DR-100_0079_7_sentence_9,../muse_features/muse_audio_features\16_DR-100_0079_7_sentence_9.npy,../muse_features/muse_lexical_features\01_DR-100_0079_7.npy,1,1,1,1,0,2
777,16_DR-100_0079_9_sentence_1,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_1.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,0,2,0,1,2,2
778,16_DR-100_0079_9_sentence_2,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_2.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,0,2,0,2,2,2
779,16_DR-100_0079_9_sentence_3,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_3.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,0,2,0,2,2,2
780,16_DR-100_0079_9_sentence_4,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_4.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,1,2,0,2,2,2
781,16_DR-100_0079_9_sentence_5,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_5.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,1,2,0,2,2,2
782,16_DR-100_0079_9_sentence_6,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_6.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,0,1,0,2,2,2
783,16_DR-100_0079_9_sentence_7,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_7.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,0,1,0,1,2,2
784,16_DR-100_0079_9_sentence_8,../muse_features/muse_audio_features\16_DR-100_0079_9_sentence_8.npy,../muse_features/muse_lexical_features\16_DR-100_0079_9.npy,0,1,0,1,2,2
785,17_DR-100_0080_1_sentence_1,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_1.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,0,1,0,1,1,2
786,17_DR-100_0080_1_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,2,2,2,1,2
787,17_DR-100_0080_1_sentence_11,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_11.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,1,1,2,1,2
788,17_DR-100_0080_1_sentence_12,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_12.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,2,1,2,1,2
789,17_DR-100_0080_1_sentence_13,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_13.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,0,2,0,2,1,2
790,17_DR-100_0080_1_sentence_2,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_2.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,0,2,1,2,1,2
791,17_DR-100_0080_1_sentence_3,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_3.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,0,1,2,1,2
792,17_DR-100_0080_1_sentence_4,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_4.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,0,1,0,2,1,2
793,17_DR-100_0080_1_sentence_5,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_5.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,2,1,2,1,2
794,17_DR-100_0080_1_sentence_6,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_6.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,2,2,2,1,2
795,17_DR-100_0080_1_sentence_7,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_7.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,2,1,2,1,2
796,17_DR-100_0080_1_sentence_8,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_8.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,2,1,2,1,2
797,17_DR-100_0080_1_sentence_9,../muse_features/muse_audio_features\17_DR-100_0080_1_sentence_9.npy,../muse_features/muse_lexical_features\13_DR-100_0080_1.npy,1,2,2,2,1,2
798,17_DR-100_0080_3_sentence_1,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_1.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,0,0,1,2,2
799,17_DR-100_0080_3_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,2,0,2,2,2
800,17_DR-100_0080_3_sentence_11,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_11.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,2,0,2,2,2
801,17_DR-100_0080_3_sentence_12,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_12.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,0,0,1,2,2
802,17_DR-100_0080_3_sentence_13,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_13.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,1,0,0,2,2
803,17_DR-100_0080_3_sentence_14,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_14.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,0,0,1,2,2
804,17_DR-100_0080_3_sentence_15,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_15.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,0,0,0,2,2
805,17_DR-100_0080_3_sentence_2,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_2.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,2,0,2,2,2
806,17_DR-100_0080_3_sentence_3,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_3.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,2,0,2,2,2
807,17_DR-100_0080_3_sentence_4,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_4.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,2,0,2,2,2
808,17_DR-100_0080_3_sentence_5,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_5.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,1,1,2,2,2
809,17_DR-100_0080_3_sentence_6,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_6.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,2,0,2,2,2
810,17_DR-100_0080_3_sentence_7,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_7.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,2,0,2,2,2
811,17_DR-100_0080_3_sentence_8,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_8.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,1,0,2,2,2
812,17_DR-100_0080_3_sentence_9,../muse_features/muse_audio_features\17_DR-100_0080_3_sentence_9.npy,../muse_features/muse_lexical_features\13_DR-100_0080_3.npy,0,0,0,0,2,2
813,17_DR-100_0080_5_sentence_1,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_1.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,0,0,0,2,2
814,17_DR-100_0080_5_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,1,0,2,2,2
815,17_DR-100_0080_5_sentence_11,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_11.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,2,2,2
816,17_DR-100_0080_5_sentence_12,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_12.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,1,0,2,2,2
817,17_DR-100_0080_5_sentence_13,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_13.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,2,2,2
818,17_DR-100_0080_5_sentence_14,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_14.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,2,2,2
819,17_DR-100_0080_5_sentence_15,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_15.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,1,2,0,2,2,2
820,17_DR-100_0080_5_sentence_2,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_2.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,1,2,2
821,17_DR-100_0080_5_sentence_3,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_3.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,1,0,2,2,2
822,17_DR-100_0080_5_sentence_4,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_4.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,1,0,1,2,2
823,17_DR-100_0080_5_sentence_5,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_5.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,1,2,2
824,17_DR-100_0080_5_sentence_6,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_6.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,0,0,1,2,2
825,17_DR-100_0080_5_sentence_7,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_7.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,2,2,2
826,17_DR-100_0080_5_sentence_8,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_8.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,2,2,2
827,17_DR-100_0080_5_sentence_9,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_9.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,0,2,0,2,2,2
828,17_DR-100_0080_7_sentence_1,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_1.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,2,0,1,1,1
829,17_DR-100_0080_7_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,2,1,1,1,1
830,17_DR-100_0080_7_sentence_11,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_11.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,0,1,1,1
831,17_DR-100_0080_7_sentence_12,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_12.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,1,2,1,2,1,1
832,17_DR-100_0080_7_sentence_13,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_13.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,0,1,1,1
833,17_DR-100_0080_7_sentence_14,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_14.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,0,0,1,1,1
834,17_DR-100_0080_7_sentence_15,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_15.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,2,0,1,1,1
835,17_DR-100_0080_7_sentence_16,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_16.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,1,1,1,1
836,17_DR-100_0080_7_sentence_2,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_2.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,0,0,1,1,1
837,17_DR-100_0080_7_sentence_3,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_3.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,0,1,1,1
838,17_DR-100_0080_7_sentence_4,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_4.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,0,1,1,1,1
839,17_DR-100_0080_7_sentence_5,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_5.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,0,1,1,1
840,17_DR-100_0080_7_sentence_6,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_6.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,1,1,1,1
841,17_DR-100_0080_7_sentence_7,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_7.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,1,1,1,1,1,1
842,17_DR-100_0080_7_sentence_8,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_8.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,1,1,1,1
843,17_DR-100_0080_7_sentence_9,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_9.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,0,1,0,1,1,1
844,17_DR-100_0080_9_sentence_1,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_1.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,0,1,0,1,0,1
845,17_DR-100_0080_9_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,0,1,0,1,0,1
