,file_name_list,audio_features,lexical_features
1120,13_DR-100_0098_1_sentence_3_ns,../muse_features/muse_audio_features\13_DR-100_0098_1_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
1121,13_DR-100_0098_1_sentence_4_ns,../muse_features/muse_audio_features\13_DR-100_0098_1_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
1122,13_DR-100_0098_1_sentence_5_ns,../muse_features/muse_audio_features\13_DR-100_0098_1_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
1123,13_DR-100_0098_1_sentence_6_ns,../muse_features/muse_audio_features\13_DR-100_0098_1_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
1124,13_DR-100_0098_1_sentence_7_ns,../muse_features/muse_audio_features\13_DR-100_0098_1_sentence_7_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
1125,13_DR-100_0098_3_sentence_1_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1126,13_DR-100_0098_3_sentence_2_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1127,13_DR-100_0098_3_sentence_3_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1128,13_DR-100_0098_3_sentence_4_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1129,13_DR-100_0098_3_sentence_5_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1130,13_DR-100_0098_3_sentence_6_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1131,13_DR-100_0098_3_sentence_7_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_7_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1132,13_DR-100_0098_3_sentence_8_ns,../muse_features/muse_audio_features\13_DR-100_0098_3_sentence_8_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
1133,13_DR-100_0098_5_sentence_1_ns,../muse_features/muse_audio_features\13_DR-100_0098_5_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
1134,13_DR-100_0098_5_sentence_2_ns,../muse_features/muse_audio_features\13_DR-100_0098_5_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
1135,13_DR-100_0098_5_sentence_3_ns,../muse_features/muse_audio_features\13_DR-100_0098_5_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
1136,13_DR-100_0098_5_sentence_4_ns,../muse_features/muse_audio_features\13_DR-100_0098_5_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
1137,13_DR-100_0098_5_sentence_5_ns,../muse_features/muse_audio_features\13_DR-100_0098_5_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
1138,13_DR-100_0098_5_sentence_6_ns,../muse_features/muse_audio_features\13_DR-100_0098_5_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
1139,13_DR-100_0098_5_sentence_7_ns,../muse_features/muse_audio_features\13_DR-100_0098_5_sentence_7_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
1140,13_DR-100_0098_7_sentence_1_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1141,13_DR-100_0098_7_sentence_2_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1142,13_DR-100_0098_7_sentence_3_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1143,13_DR-100_0098_7_sentence_4_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1144,13_DR-100_0098_7_sentence_5_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1145,13_DR-100_0098_7_sentence_6_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1146,13_DR-100_0098_7_sentence_7_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_7_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1147,13_DR-100_0098_7_sentence_8_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_8_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1148,13_DR-100_0098_7_sentence_9_ns,../muse_features/muse_audio_features\13_DR-100_0098_7_sentence_9_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
1149,13_DR-100_0098_9_sentence_1_ns,../muse_features/muse_audio_features\13_DR-100_0098_9_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
1150,13_DR-100_0098_9_sentence_2_ns,../muse_features/muse_audio_features\13_DR-100_0098_9_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
1151,13_DR-100_0098_9_sentence_3_ns,../muse_features/muse_audio_features\13_DR-100_0098_9_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
1152,13_DR-100_0098_9_sentence_4_ns,../muse_features/muse_audio_features\13_DR-100_0098_9_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
1153,13_DR-100_0098_9_sentence_5_ns,../muse_features/muse_audio_features\13_DR-100_0098_9_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
1154,14_DR-100_0081_1_sentence_1,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1155,14_DR-100_0081_1_sentence_10,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_10.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1156,14_DR-100_0081_1_sentence_11,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_11.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1157,14_DR-100_0081_1_sentence_12,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_12.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1158,14_DR-100_0081_1_sentence_2,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1159,14_DR-100_0081_1_sentence_3,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1160,14_DR-100_0081_1_sentence_4,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1161,14_DR-100_0081_1_sentence_5,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1162,14_DR-100_0081_1_sentence_6,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1163,14_DR-100_0081_1_sentence_7,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_7.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1164,14_DR-100_0081_1_sentence_8,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_8.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1165,14_DR-100_0081_1_sentence_9,../muse_features/muse_audio_features\14_DR-100_0081_1_sentence_9.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy
1166,14_DR-100_0081_3_sentence_1,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1167,14_DR-100_0081_3_sentence_10,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_10.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1168,14_DR-100_0081_3_sentence_2,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1169,14_DR-100_0081_3_sentence_3,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1170,14_DR-100_0081_3_sentence_4,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1171,14_DR-100_0081_3_sentence_5,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1172,14_DR-100_0081_3_sentence_6,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1173,14_DR-100_0081_3_sentence_7,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_7.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1174,14_DR-100_0081_3_sentence_8,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_8.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1175,14_DR-100_0081_3_sentence_9,../muse_features/muse_audio_features\14_DR-100_0081_3_sentence_9.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy
1176,14_DR-100_0081_5_sentence_1,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1177,14_DR-100_0081_5_sentence_10,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_10.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1178,14_DR-100_0081_5_sentence_11,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_11.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1179,14_DR-100_0081_5_sentence_12,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_12.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1180,14_DR-100_0081_5_sentence_13,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_13.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1181,14_DR-100_0081_5_sentence_14,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_14.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1182,14_DR-100_0081_5_sentence_15,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_15.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1183,14_DR-100_0081_5_sentence_2,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1184,14_DR-100_0081_5_sentence_3,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1185,14_DR-100_0081_5_sentence_4,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1186,14_DR-100_0081_5_sentence_5,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1187,14_DR-100_0081_5_sentence_6,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1188,14_DR-100_0081_5_sentence_7,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_7.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1189,14_DR-100_0081_5_sentence_8,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_8.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1190,14_DR-100_0081_5_sentence_9,../muse_features/muse_audio_features\14_DR-100_0081_5_sentence_9.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy
1191,14_DR-100_0081_7_sentence_1,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1192,14_DR-100_0081_7_sentence_10,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_10.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1193,14_DR-100_0081_7_sentence_11,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_11.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1194,14_DR-100_0081_7_sentence_2,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1195,14_DR-100_0081_7_sentence_3,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1196,14_DR-100_0081_7_sentence_4,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1197,14_DR-100_0081_7_sentence_5,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1198,14_DR-100_0081_7_sentence_6,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1199,14_DR-100_0081_7_sentence_7,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_7.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1200,14_DR-100_0081_7_sentence_8,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_8.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1201,14_DR-100_0081_7_sentence_9,../muse_features/muse_audio_features\14_DR-100_0081_7_sentence_9.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy
1202,14_DR-100_0081_9_sentence_1,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1203,14_DR-100_0081_9_sentence_10,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_10.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1204,14_DR-100_0081_9_sentence_11,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_11.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1205,14_DR-100_0081_9_sentence_12,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_12.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1206,14_DR-100_0081_9_sentence_13,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_13.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1207,14_DR-100_0081_9_sentence_14,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_14.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1208,14_DR-100_0081_9_sentence_2,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1209,14_DR-100_0081_9_sentence_3,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1210,14_DR-100_0081_9_sentence_4,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1211,14_DR-100_0081_9_sentence_5,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1212,14_DR-100_0081_9_sentence_6,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1213,14_DR-100_0081_9_sentence_7,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_7.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1214,14_DR-100_0081_9_sentence_8,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_8.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1215,14_DR-100_0081_9_sentence_9,../muse_features/muse_audio_features\14_DR-100_0081_9_sentence_9.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy
1216,14_DR-100_0088_1_sentence_10_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_10_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1217,14_DR-100_0088_1_sentence_1_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_1_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1218,14_DR-100_0088_1_sentence_2_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_2_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1219,14_DR-100_0088_1_sentence_3_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_3_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1220,14_DR-100_0088_1_sentence_4_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_4_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1221,14_DR-100_0088_1_sentence_5_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_5_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1222,14_DR-100_0088_1_sentence_6_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_6_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1223,14_DR-100_0088_1_sentence_7_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_7_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1224,14_DR-100_0088_1_sentence_8_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_8_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1225,14_DR-100_0088_1_sentence_9_ns,../muse_features/muse_audio_features\14_DR-100_0088_1_sentence_9_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_1.npy
1226,14_DR-100_0088_3_sentence_10_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_10_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1227,14_DR-100_0088_3_sentence_11_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_11_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1228,14_DR-100_0088_3_sentence_1_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_1_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1229,14_DR-100_0088_3_sentence_2_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_2_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1230,14_DR-100_0088_3_sentence_3_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_3_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1231,14_DR-100_0088_3_sentence_4_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_4_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1232,14_DR-100_0088_3_sentence_5_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_5_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1233,14_DR-100_0088_3_sentence_6_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_6_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1234,14_DR-100_0088_3_sentence_7_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_7_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1235,14_DR-100_0088_3_sentence_8_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_8_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1236,14_DR-100_0088_3_sentence_9_ns,../muse_features/muse_audio_features\14_DR-100_0088_3_sentence_9_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_3.npy
1237,14_DR-100_0088_5_sentence_10_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_10_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1238,14_DR-100_0088_5_sentence_11_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_11_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1239,14_DR-100_0088_5_sentence_12_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_12_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1240,14_DR-100_0088_5_sentence_13_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_13_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1241,14_DR-100_0088_5_sentence_14_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_14_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1242,14_DR-100_0088_5_sentence_1_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_1_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1243,14_DR-100_0088_5_sentence_2_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_2_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1244,14_DR-100_0088_5_sentence_3_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_3_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1245,14_DR-100_0088_5_sentence_4_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_4_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1246,14_DR-100_0088_5_sentence_5_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_5_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1247,14_DR-100_0088_5_sentence_6_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_6_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1248,14_DR-100_0088_5_sentence_7_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_7_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1249,14_DR-100_0088_5_sentence_8_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_8_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1250,14_DR-100_0088_5_sentence_9_ns,../muse_features/muse_audio_features\14_DR-100_0088_5_sentence_9_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_5.npy
1251,14_DR-100_0088_7_sentence_10_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_10_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1252,14_DR-100_0088_7_sentence_11_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_11_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1253,14_DR-100_0088_7_sentence_1_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_1_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1254,14_DR-100_0088_7_sentence_2_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_2_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1255,14_DR-100_0088_7_sentence_3_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_3_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1256,14_DR-100_0088_7_sentence_4_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_4_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1257,14_DR-100_0088_7_sentence_5_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_5_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1258,14_DR-100_0088_7_sentence_6_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_6_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1259,14_DR-100_0088_7_sentence_7_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_7_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1260,14_DR-100_0088_7_sentence_8_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_8_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1261,14_DR-100_0088_7_sentence_9_ns,../muse_features/muse_audio_features\14_DR-100_0088_7_sentence_9_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_7.npy
1262,14_DR-100_0088_9_sentence_10_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_10_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1263,14_DR-100_0088_9_sentence_1_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_1_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1264,14_DR-100_0088_9_sentence_2_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_2_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1265,14_DR-100_0088_9_sentence_3_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_3_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1266,14_DR-100_0088_9_sentence_4_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_4_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1267,14_DR-100_0088_9_sentence_5_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_5_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1268,14_DR-100_0088_9_sentence_6_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_6_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1269,14_DR-100_0088_9_sentence_7_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_7_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1270,14_DR-100_0088_9_sentence_8_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_8_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1271,14_DR-100_0088_9_sentence_9_ns,../muse_features/muse_audio_features\14_DR-100_0088_9_sentence_9_ns.npy,../muse_features/muse_lexical_features\14_DR-100_0088_9.npy
1272,15_DR-100_0078_1_sentence_1,../muse_features/muse_audio_features\15_DR-100_0078_1_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy
1273,15_DR-100_0078_1_sentence_10,../muse_features/muse_audio_features\15_DR-100_0078_1_sentence_10.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy
1274,15_DR-100_0078_1_sentence_11,../muse_features/muse_audio_features\15_DR-100_0078_1_sentence_11.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy
1275,15_DR-100_0078_1_sentence_2,../muse_features/muse_audio_features\15_DR-100_0078_1_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy
