file_name_list,audio_features,lexical_features,Activation_Mean,Activation_SD,Valence_Mean,Valence_SD,Activation_Annotation,Valence_Annotation,C_Activation_Mean,C_Activation_SD,C_Valence_Mean,C_Valence_SD,C_Activation_Annotation,C_Valence_Annotation,S_Activation,S_Valence
17_DR-100_0080_5_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,3.75,1.48804762,4.625,1.18773494,3;3;4;5;6;4;1;4,4;5;5;7;4;5;4;3,4.125,1.64208056,6,1.51185789,3;3;7;3;3;3;5;6,6;7;4;6;9;5;5;6,7,8
17_DR-100_0080_5_sentence_11,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_11.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,3.375,1.40788595,5.75,1.16496475,2;5;2;5;5;2;3;3,6;6;8;6;4;5;5;6,3.5,2,6.375,0.74402381,3;1;7;2;3;2;5;5,6;6;6;7;8;6;6;6,7,8
17_DR-100_0080_5_sentence_12,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_12.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,2.875,1.24642345,5,1.51185789,3;1;5;4;2;2;3;3,6;3;6;3;6;7;4;5,3.25,1.83225076,5.75,1.38873015,2;1;6;3;2;2;5;5,6;6;4;4;8;5;7;6,7,8
17_DR-100_0080_5_sentence_13,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_13.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,4.375,1.68501802,6.125,1.12599163,6;5;2;6;4;6;4;2,7;6;7;7;7;4;6;5,4.125,1.7268882,7.5,1.19522861,2;4;6;3;3;3;5;7,6;9;7;8;9;6;8;7,7,8
17_DR-100_0080_5_sentence_14,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_14.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,3,1.77281052,6.375,0.91612538,4;1;3;4;5;5;1;1,6;7;6;5;6;8;6;7,3.375,2.26384628,6.875,0.83452296,2;1;7;2;2;2;5;6,6;6;7;8;8;6;7;7,7,8
17_DR-100_0080_5_sentence_15,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_15.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,4.5,1.60356745,6.125,1.45773797,5;4;2;7;4;5;3;6,9;7;6;6;6;6;5;4,3.625,2.13390989,7.25,1.03509834,2;1;6;3;3;2;5;7,7;7;6;9;8;6;8;7,7,8
17_DR-100_0080_5_sentence_2,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_2.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,2.875,1.12599163,7.125,0.99103121,3;3;2;3;1;3;5;3,7;8;9;7;6;6;7;7,2.5,2,5.5,2.07019668,3;1;6;1;1;2;1;5,6;6;5;5;7;8;1;6,7,8
17_DR-100_0080_5_sentence_3,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_3.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,2.625,1.40788595,4.5,1.19522861,5;2;1;1;3;3;4;2,5;4;5;4;6;2;5;5,2.875,2.16712449,5.875,2.16712449,3;1;7;3;1;2;1;5,6;7;5;7;7;8;1;6,7,8
17_DR-100_0080_5_sentence_4,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_4.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,4.375,1.68501802,5.125,0.99103121,3;2;5;3;6;5;7;4,6;6;6;5;6;4;4;4,3.375,1.92260983,5.125,2.10017006,3;2;7;4;2;3;1;5,6;4;6;4;8;6;1;6,7,8
17_DR-100_0080_5_sentence_5,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_5.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,4,0.9258201,6.625,1.59798981,4;3;4;4;4;3;6;4,9;8;7;7;6;4;7;5,3.375,2.32609421,5.375,2.32609421,3;1;7;5;2;2;1;6,6;4;6;4;8;8;1;6,7,8
17_DR-100_0080_5_sentence_6,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_6.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,4,1.69030851,4.375,1.06066017,6;3;7;4;3;3;2;4,5;4;4;3;6;5;5;3,3.25,2.12132034,4.5,2.13808994,2;2;7;5;2;2;1;5,6;4;4;3;8;4;1;6,7,8
17_DR-100_0080_5_sentence_7,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_7.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,3.875,1.64208056,6.5,1.06904497,3;3;5;5;5;6;3;1,5;6;6;6;8;8;7;6,3.75,1.66904592,6.75,2.43486579,3;4;6;3;3;4;1;6,7;8;7;7;8;9;1;7,7,8
17_DR-100_0080_5_sentence_8,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_8.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,4.375,1.92260983,5.75,1.28173989,4;4;3;6;7;1;6;4,6;7;7;4;4;6;7;5,4.125,1.64208056,6.125,2.35660167,3;3;7;3;3;3;5;6,7;7;5;7;9;7;1;6,7,8
17_DR-100_0080_5_sentence_9,../muse_features/muse_audio_features\17_DR-100_0080_5_sentence_9.npy,../muse_features/muse_lexical_features\13_DR-100_0080_5.npy,4.125,1.45773797,6.25,1.03509834,5;7;3;3;3;3;5;4,5;6;7;6;5;6;8;7,3.75,1.83225076,7,1.19522861,3;2;7;2;4;2;5;5,7;7;5;8;9;7;7;6,7,8
17_DR-100_0080_7_sentence_1,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_1.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,4.25,1.66904592,5.625,0.74402381,7;1;5;5;4;4;4;4,6;5;6;5;5;6;5;7,4.375,1.68501802,5.5,1.19522861,4;5;6;6;4;6;2;2,5;5;6;6;5;4;5;8,5,5
17_DR-100_0080_7_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,3.875,1.12599163,5.625,1.50594062,5;3;6;3;4;3;4;3,6;3;6;6;6;6;8;4,4.625,1.59798981,5.375,1.30247018,4;6;5;5;5;7;2;3,5;6;6;7;4;4;4;7,5,5
17_DR-100_0080_7_sentence_11,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_11.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,3,1.30930734,4.5,0.53452248,3;1;2;4;5;2;3;4,5;4;5;4;5;4;5;4,4.25,1.58113883,5.125,1.45773797,4;5;5;5;3;7;2;3,5;3;5;6;4;5;5;8,5,5
17_DR-100_0080_7_sentence_12,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_12.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,5.375,1.50594062,7.375,0.74402381,7;6;3;6;4;7;4;6,7;6;7;7;8;8;8;8,4.75,1.75254916,6.375,0.91612538,4;6;6;6;4;7;2;3,6;7;5;7;6;6;6;8,5,5
17_DR-100_0080_7_sentence_13,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_13.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,2.75,2.12132034,5,0,2;2;7;1;4;1;1;4,5;5;5;5;5;5;5;5,3.75,2.05287255,5.375,1.06066017,3;5;6;5;3;6;1;1,5;5;5;5;5;5;5;8,5,5
17_DR-100_0080_7_sentence_14,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_14.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,2.375,0.91612538,4.375,0.74402381,2;2;2;3;4;2;1;3,5;4;3;5;5;4;5;4,3.875,2.0310096,4.875,1.55264751,4;5;6;5;3;6;1;1,4;3;6;4;4;5;5;8,5,5
17_DR-100_0080_7_sentence_15,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_15.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,3.875,1.88509189,5.625,1.06066017,3;4;7;4;3;3;1;6,8;5;5;5;6;5;5;6,4.125,2.0310096,4.75,1.48804762,4;5;6;5;3;7;1;2,5;3;5;4;4;4;5;8,5,5
17_DR-100_0080_7_sentence_16,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_16.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,4.375,1.18773494,4.625,1.30247018,3;6;5;4;4;4;6;3,6;5;4;6;4;6;3;3,4.5,1.8516402,4.5,1.41421356,4;5;6;6;4;7;2;2,5;3;6;4;3;4;4;7,5,5
17_DR-100_0080_7_sentence_2,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_2.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,2.625,1.50594062,4,0.75592895,2;1;3;2;3;6;2;2,3;5;5;3;4;4;4;4,4.25,2.12132034,5.125,1.12599163,4;5;6;6;5;6;1;1,5;4;6;6;4;4;5;7,5,5
17_DR-100_0080_7_sentence_3,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_3.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,2.75,1.28173989,4.875,0.35355339,1;1;4;4;4;3;3;2,5;5;5;5;4;5;5;5,4.25,2.37546988,5.375,0.74402381,4;5;6;5;4;8;1;1,5;5;6;5;5;5;5;7,5,5
17_DR-100_0080_7_sentence_4,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_4.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,3.375,1.92260983,4,1.41421356,4;7;2;3;2;3;5;1,3;4;4;4;2;6;3;6,4.5,1.8516402,4.875,1.12599163,4;5;6;5;5;7;1;3,5;4;6;4;4;4;5;7,5,5
17_DR-100_0080_7_sentence_5,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_5.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,3.125,1.35620268,5,1.19522861,4;3;2;3;2;6;2;3,5;4;6;4;6;6;3;6,4.375,1.84681192,4.75,1.48804762,4;5;6;5;4;7;1;3,5;4;5;3;4;4;5;8,5,5
17_DR-100_0080_7_sentence_6,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_6.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,4.125,2.10017006,4.875,0.99103121,5;3;7;7;4;1;3;3,5;4;6;5;6;5;5;3,4.625,1.76776695,5.125,1.35620268,4;5;6;5;4;7;1;5,5;4;6;4;5;4;5;8,5,5
17_DR-100_0080_7_sentence_7,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_7.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,4.75,2.18762755,5.25,1.03509834,3;3;7;2;7;3;7;6,4;5;4;6;6;5;5;7,4.75,1.90862703,4.875,1.64208056,4;6;6;6;4;7;1;4,5;3;6;3;5;4;5;8,5,5
17_DR-100_0080_7_sentence_8,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_8.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,3.375,1.68501802,5,0.53452248,4;6;1;4;1;4;3;4,5;5;5;5;6;5;4;5,4.75,2.05287255,4.875,1.55264751,4;6;5;6;4;8;1;4,5;4;6;3;4;4;5;8,5,5
17_DR-100_0080_7_sentence_9,../muse_features/muse_audio_features\17_DR-100_0080_7_sentence_9.npy,../muse_features/muse_lexical_features\13_DR-100_0080_7.npy,4.125,2.10017006,5,1.51185789,6;4;3;4;2;1;6;7,5;6;6;7;2;5;5;4,4.375,1.84681192,4.625,1.18773494,4;5;5;6;4;7;1;3,5;4;5;3;4;4;5;7,5,5
17_DR-100_0080_9_sentence_1,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_1.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,3,1.60356745,5.125,0.35355339,5;4;1;3;3;2;1;5,6;5;5;5;5;5;5;5,3.75,2.12132034,4.625,0.51754917,2;4;3;3;5;4;8;1,4;5;5;4;5;5;4;5,4,5
17_DR-100_0080_9_sentence_10,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_10.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,3.75,1.66904592,5.125,1.80772153,3;2;4;3;2;4;7;5,5;4;4;4;4;8;4;8,4,1.60356745,4.875,1.12599163,2;5;3;4;6;4;6;2,4;4;5;5;4;7;4;6,4,5
17_DR-100_0080_9_sentence_2,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_2.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,4.875,1.64208056,5.875,0.99103121,3;5;2;6;5;6;5;7,6;8;5;6;6;5;6;5,4.5,1.69030851,6,1.06904497,4;6;4;4;6;3;7;2,8;5;5;5;7;6;6;6,4,5
17_DR-100_0080_9_sentence_3,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_3.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,4,1.8516402,6.5,0.75592895,4;2;2;5;3;3;7;6,7;6;6;6;6;6;7;8,4.375,1.68501802,6.125,1.24642345,3;5;5;4;6;3;7;2,8;6;6;5;7;7;4;6,4,5
17_DR-100_0080_9_sentence_4,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_4.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,3.75,1.75254916,5.875,1.24642345,5;1;7;3;4;3;3;4,6;6;3;7;6;6;6;7,4.125,1.80772153,5.875,0.99103121,2;5;3;4;6;4;7;2,7;6;6;5;7;6;4;6,4,5
17_DR-100_0080_9_sentence_5,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_5.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,4.625,1.40788595,5.875,0.83452296,5;6;4;3;7;4;5;3,6;6;6;6;6;4;6;7,4.25,1.66904592,6,1.06904497,3;5;3;4;6;4;7;2,7;7;6;5;7;6;4;6,4,5
17_DR-100_0080_9_sentence_6,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_6.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,3.375,1.59798981,5.75,0.70710678,3;2;5;6;3;4;3;1,6;6;7;6;6;5;5;5,4.125,1.45773797,5.625,0.91612538,3;5;4;4;6;3;6;2,6;6;5;5;7;6;4;6,4,5
17_DR-100_0080_9_sentence_7,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_7.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,3.375,1.84681192,5.5,0.9258201,6;3;1;2;4;2;6;3,4;6;5;6;7;5;6;5,4,2,5.75,1.16496475,1;5;4;4;6;3;7;2,6;6;5;5;8;6;4;6,4,5
17_DR-100_0080_9_sentence_8,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_8.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,4,1.51185789,6.375,0.91612538,4;2;5;2;3;5;5;6,7;6;6;5;6;7;6;8,3.75,1.83225076,5.875,0.99103121,1;5;3;4;6;3;6;2,7;6;6;5;7;6;4;6,4,5
17_DR-100_0080_9_sentence_9,../muse_features/muse_audio_features\17_DR-100_0080_9_sentence_9.npy,../muse_features/muse_lexical_features\13_DR-100_0080_9.npy,3.625,1.40788595,5.25,0.70710678,1;6;4;3;3;4;4;4,5;5;5;5;5;5;7;5,4,1.8516402,4.875,0.83452296,3;5;3;4;6;2;7;2,4;5;4;5;4;6;5;6,4,5
18_DR-100_0081_1_sentence_1,../muse_features/muse_audio_features\18_DR-100_0081_1_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy,3.75,1.66904592,5.75,1.16496475,6;3;6;2;3;2;5;3,4;7;6;7;5;5;7;5,2.625,1.06066017,5.625,1.18773494,3;1;3;3;3;4;1;3,6;5;4;5;8;6;6;5,5,4
18_DR-100_0081_1_sentence_2,../muse_features/muse_audio_features\18_DR-100_0081_1_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy,3.875,1.35620268,6,1.30930734,3;5;6;2;4;5;3;3,5;4;7;6;5;7;6;8,2.875,1.24642345,5.5,0.75592895,5;1;3;3;3;4;2;2,6;5;6;5;7;5;5;5,5,4
18_DR-100_0081_1_sentence_3,../muse_features/muse_audio_features\18_DR-100_0081_1_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy,2.625,1.06066017,4.625,1.06066017,3;4;1;4;3;2;2;2,3;6;5;4;6;4;4;5,2.25,0.70710678,5.375,0.91612538,3;1;3;2;2;3;2;2,6;5;7;5;6;5;4;5,5,4
18_DR-100_0081_1_sentence_4,../muse_features/muse_audio_features\18_DR-100_0081_1_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy,2.625,1.06066017,5.375,1.06066017,2;3;2;3;5;2;2;2,7;5;5;5;4;7;5;5,2.625,1.30247018,5.625,0.74402381,5;1;3;3;2;3;1;3,6;5;7;6;6;5;5;5,5,4
18_DR-100_0081_1_sentence_5,../muse_features/muse_audio_features\18_DR-100_0081_1_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy,2.875,1.35620268,5,1.06904497,3;4;4;2;4;4;1;1,6;5;3;5;5;6;4;6,2.375,1.06066017,5.5,0.9258201,4;1;2;3;2;3;1;3,6;5;6;7;6;5;4;5,5,4
18_DR-100_0081_1_sentence_6,../muse_features/muse_audio_features\18_DR-100_0081_1_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_1.npy,2.25,1.38873015,4.875,0.35355339,3;1;3;5;2;2;1;1,5;5;5;5;5;5;4;5,2,0.9258201,4.75,0.46291005,3;2;2;1;1;3;1;3,5;5;4;5;5;5;4;5,5,4
18_DR-100_0081_3_sentence_1,../muse_features/muse_audio_features\18_DR-100_0081_3_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy,3,1.06904497,4.375,0.74402381,5;2;3;3;2;4;2;3,4;5;4;4;4;6;4;4,3,1.41421356,4.375,0.51754917,3;1;1;4;4;5;3;3,5;4;5;4;4;4;5;4,7,6
18_DR-100_0081_3_sentence_2,../muse_features/muse_audio_features\18_DR-100_0081_3_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy,3.375,0.74402381,4.5,1.06904497,4;4;3;3;4;3;4;2,5;3;4;6;4;6;4;4,3.125,1.45773797,4.75,1.03509834,3;2;1;3;4;6;3;3,5;4;5;7;4;4;5;4,7,6
18_DR-100_0081_3_sentence_3,../muse_features/muse_audio_features\18_DR-100_0081_3_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy,3.5,1.41421356,5,0.9258201,4;2;3;3;2;3;5;6,5;5;6;5;5;5;6;3,3.25,1.75254916,4.5,0.53452248,3;1;1;4;5;6;3;3,5;4;5;5;4;4;5;4,7,6
18_DR-100_0081_3_sentence_4,../muse_features/muse_audio_features\18_DR-100_0081_3_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy,3.5,1.8516402,5.25,0.70710678,2;3;5;6;2;6;2;2,6;6;5;5;5;4;5;6,3.25,1.58113883,4.375,0.51754917,3;2;1;3;5;6;3;3,5;4;5;4;4;4;5;4,7,6
18_DR-100_0081_3_sentence_5,../muse_features/muse_audio_features\18_DR-100_0081_3_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy,3.125,0.83452296,5.5,1.30930734,3;3;5;3;2;3;3;3,4;6;6;6;6;3;7;6,3.5,1.60356745,5,0.9258201,3;1;2;4;5;6;4;3,5;6;5;6;4;4;6;4,7,6
18_DR-100_0081_3_sentence_6,../muse_features/muse_audio_features\18_DR-100_0081_3_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy,2.75,1.48804762,4.125,1.12599163,1;3;6;3;2;2;3;2,3;5;4;5;6;4;3;3,2.875,1.64208056,4.25,1.03509834,2;1;1;3;4;6;3;3,5;6;4;4;3;4;5;3,7,6
18_DR-100_0081_3_sentence_7,../muse_features/muse_audio_features\18_DR-100_0081_3_sentence_7.npy,../muse_features/muse_lexical_features\14_DR-100_0081_3.npy,2.75,1.83225076,5.75,1.03509834,2;3;2;2;7;1;3;2,6;7;6;6;5;7;4;5,3,1.60356745,5.125,0.99103121,3;1;1;3;4;6;3;3,5;6;5;7;4;4;5;5,7,6
18_DR-100_0081_5_sentence_1,../muse_features/muse_audio_features\18_DR-100_0081_5_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy,2.75,1.28173989,6.5,0.75592895,4;3;2;2;3;5;1;2,6;6;6;6;7;8;6;7,3.5,1.60356745,6.375,0.91612538,2;3;5;4;1;3;4;6,6;6;6;8;7;5;7;6,4,6
18_DR-100_0081_5_sentence_2,../muse_features/muse_audio_features\18_DR-100_0081_5_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy,3.125,0.83452296,5.625,1.18773494,3;4;3;4;4;2;3;2,7;4;5;6;6;6;4;7,3.5,1.41421356,5.875,0.99103121,2;4;4;4;2;2;4;6,5;6;6;8;6;5;6;5,4,6
18_DR-100_0081_5_sentence_3,../muse_features/muse_audio_features\18_DR-100_0081_5_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy,3,0.53452248,6.5,0.9258201,3;3;2;4;3;3;3;3,7;6;7;8;5;6;7;6,3.875,1.24642345,6.125,0.99103121,2;5;4;4;3;3;4;6,6;7;6;8;6;5;6;5,4,6
18_DR-100_0081_5_sentence_4,../muse_features/muse_audio_features\18_DR-100_0081_5_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy,2.75,1.03509834,4.125,1.12599163,3;2;4;3;1;3;2;4,6;4;3;3;3;5;5;4,3.25,1.90862703,4.875,1.12599163,1;5;3;3;2;3;2;7,5;3;5;7;5;5;4;5,4,6
18_DR-100_0081_5_sentence_5,../muse_features/muse_audio_features\18_DR-100_0081_5_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy,2.875,0.83452296,4.125,0.83452296,4;2;2;3;3;3;4;2,5;4;3;4;5;3;4;5,3.125,1.55264751,4.375,1.50594062,2;4;3;2;1;3;4;6,6;3;5;2;6;5;3;5,4,6
18_DR-100_0081_5_sentence_6,../muse_features/muse_audio_features\18_DR-100_0081_5_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_5.npy,3.375,1.18773494,5.75,1.58113883,3;4;2;2;5;5;3;3,5;5;9;5;5;4;6;7,3.5,1.77281052,5.875,1.35620268,2;6;3;3;1;3;4;6,6;7;5;8;4;5;7;5,4,6
18_DR-100_0081_7_sentence_1,../muse_features/muse_audio_features\18_DR-100_0081_7_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy,3.75,1.03509834,4,0.9258201,3;4;4;5;4;3;2;5,5;5;4;3;3;5;3;4,3.25,1.58113883,3.875,0.99103121,3;1;5;3;5;5;2;2,4;3;6;3;4;3;4;4,6,4
18_DR-100_0081_7_sentence_2,../muse_features/muse_audio_features\18_DR-100_0081_7_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy,3.25,1.58113883,4.625,1.06066017,2;4;6;5;2;2;2;3,5;4;3;5;6;4;4;6,3.5,1.69030851,4.125,0.83452296,3;1;5;3;5;6;3;2,4;6;4;4;4;3;4;4,6,4
18_DR-100_0081_7_sentence_3,../muse_features/muse_audio_features\18_DR-100_0081_7_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy,3.25,1.38873015,3.25,1.03509834,2;3;2;4;4;2;3;6,4;4;4;1;3;3;3;4,3.5,1.69030851,3.875,1.24642345,3;1;5;3;5;6;3;2,4;5;6;2;4;3;3;4,6,4
18_DR-100_0081_7_sentence_4,../muse_features/muse_audio_features\18_DR-100_0081_7_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy,2.75,1.66904592,5,0.53452248,2;6;4;3;3;2;1;1,5;4;5;5;5;6;5;5,3.375,1.18773494,4.625,1.06066017,3;2;5;3;5;4;3;2,5;6;6;5;4;3;4;4,6,4
18_DR-100_0081_7_sentence_5,../muse_features/muse_audio_features\18_DR-100_0081_7_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy,3.375,1.99553072,5.5,1.30930734,2;7;1;2;4;5;4;2,5;5;6;6;3;7;7;5,3.25,1.28173989,4.875,0.83452296,3;2;5;3;4;5;2;2,5;6;5;4;5;4;6;4,6,4
18_DR-100_0081_7_sentence_6,../muse_features/muse_audio_features\18_DR-100_0081_7_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_7.npy,3.625,1.30247018,4.125,1.45773797,5;3;5;2;5;4;2;3,3;2;5;4;6;3;4;6,3.25,1.38873015,4.5,1.41421356,3;1;5;3;5;4;3;2,4;5;6;3;4;3;7;4,6,4
18_DR-100_0081_9_sentence_1,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_1.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,3.5,1.19522861,6.25,1.38873015,6;2;3;3;4;4;3;3,7;6;5;5;9;5;6;7,4.625,1.68501802,5.75,0.46291005,6;3;5;6;2;4;4;7,6;5;6;6;6;5;6;6,3,6
18_DR-100_0081_9_sentence_2,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_2.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,4.125,1.12599163,6.375,1.06066017,3;3;4;3;6;4;5;5,6;8;7;7;5;5;7;6,4,1.69030851,6.5,0.75592895,5;2;4;7;2;4;3;5,6;7;6;8;6;6;7;6,3,6
18_DR-100_0081_9_sentence_3,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_3.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,3.875,1.7268882,5.375,1.40788595,3;3;1;3;5;4;6;6,3;6;5;7;7;6;4;5,3.75,1.28173989,5.625,0.74402381,6;3;4;4;2;3;3;5,6;5;5;6;5;5;7;6,3,6
18_DR-100_0081_9_sentence_4,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_4.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,4.5,1.60356745,6.375,1.50594062,4;4;2;5;3;5;6;7,5;7;9;7;6;6;4;7,3.75,1.58113883,6.25,0.46291005,6;2;4;4;2;3;3;6,6;7;6;6;6;6;7;6,3,6
18_DR-100_0081_9_sentence_5,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_5.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,3.375,1.06066017,4.75,1.03509834,2;3;3;4;2;5;4;4,6;5;5;3;4;4;6;5,4.125,1.45773797,4.375,0.51754917,6;3;4;5;2;3;4;6,5;4;5;4;4;4;4;5,3,6
18_DR-100_0081_9_sentence_6,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_6.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,3.375,1.40788595,6.375,0.51754917,4;1;3;3;5;5;2;4,6;6;6;7;6;7;7;6,4,1.51185789,5.875,0.35355339,6;3;4;5;2;3;3;6,6;6;5;6;6;6;6;6,3,6
18_DR-100_0081_9_sentence_7,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_7.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,3.625,1.50594062,5,0.9258201,4;3;3;3;4;6;5;1,5;3;6;5;5;5;6;5,3.875,1.45773797,6.25,0.70710678,6;3;4;4;2;3;3;6,6;6;5;7;6;7;7;6,3,6
18_DR-100_0081_9_sentence_8,../muse_features/muse_audio_features\18_DR-100_0081_9_sentence_8.npy,../muse_features/muse_lexical_features\14_DR-100_0081_9.npy,2.125,0.83452296,4.75,1.16496475,3;2;1;3;2;1;3;2,6;5;5;5;5;5;5;2,3,1.69030851,4.75,0.46291005,6;2;3;2;1;3;2;5,5;5;5;4;5;5;5;4,3,6
